snapshot_date,store_id,product_id,dept_id,quantity_on_hand,quantity_on_order,reorder_point,days_of_supply,shrinkage_units,unit_cost_usd,inventory_value_usd,last_received_date
2023-06-30,STR-0001,PRD-001160,D05,1657,310,76,34.1,7,62.77,104009.89,2023-06-09
2023-06-30,STR-0001,PRD-000983,D05,1349,718,414,82.1,35,406.17,547923.33,2023-05-02
2023-06-30,STR-0001,PRD-000600,D03,3125,419,73,98.2,22,107.7,336562.5,2023-05-19
2023-06-30,STR-0001,PRD-001135,D05,1941,1374,137,98.2,41,779.89,1513766.49,2023-05-03
2023-06-30,STR-0001,PRD-002099,D09,4570,378,259,173.5,23,628.7,2873159.0,2023-05-29
2023-06-30,STR-0001,PRD-000703,D04,1232,960,244,41.2,50,795.52,980080.64,2023-05-24
2023-06-30,STR-0001,PRD-000102,D01,2206,491,395,387.5,40,148.06,326620.36,2023-05-19
2023-06-30,STR-0001,PRD-000038,D01,902,1530,324,23.1,39,481.66,434457.32,2023-06-15
2023-06-30,STR-0001,PRD-001283,D06,11,1738,167,0.6,26,566.31,6229.41,2023-05-05
2023-06-30,STR-0001,PRD-002037,D09,1594,808,253,46.0,1,74.24,118338.56,2023-06-04
2023-06-30,STR-0001,PRD-000030,D01,2159,1786,370,50.1,43,593.71,1281819.89,2023-06-21
2023-06-30,STR-0001,PRD-000127,D01,3845,1053,288,170.5,26,590.73,2271356.85,2023-06-08
2023-06-30,STR-0001,PRD-001902,D08,1662,664,421,47.5,23,191.27,317890.74,2023-05-28
2023-06-30,STR-0001,PRD-002271,D10,3442,26,367,130.8,8,784.41,8909799.43,2023-05-13
2023-06-30,STR-0001,PRD-000351,D02,1543,379,447,116.7,23,224.39,346233.77,2023-06-16
2023-06-30,STR-0001,PRD-000423,D02,2375,254,201,57.7,37,318.57,756603.75,2023-05-12
2023-06-30,STR-0001,PRD-001772,D08,3347,1816,193,574.1,24,232.03,776604.41,2023-05-17
2023-06-30,STR-0001,PRD-001765,D08,4522,314,435,125.1,2,390.07,1763896.54,2023-05-03
2023-06-30,STR-0001,PRD-002356,D10,4814,829,433,109.7,32,448.5,2159079.0,2023-05-14
2023-06-30,STR-0001,PRD-001337,D06,985,791,85,22.0,4,246.34,242644.9,2023-06-22
2023-06-30,STR-0001,PRD-001312,D06,3416,326,397,120.8,33,217.26,742160.16,2023-05-31
2023-06-30,STR-0001,PRD-001921,D08,2084,996,418,91.6,18,339.66,2335909.75,2023-05-30
2023-06-30,STR-0001,PRD-001383,D06,-3613,1065,370,261.9,21,495.34,1789663.42,2023-06-09
2023-06-30,STR-0001,PRD-002190,D09,739,1956,365,20.4,36,750.97,1831390.54,2023-05-08
2023-06-30,STR-0001,PRD-001428,D07,2472,349,19,120.9,29,621.17,1535532.24,2023-05-04
2023-06-30,STR-0001,PRD-000654,D03,2732,504,339,59.4,35,707.28,1932288.96,2023-05-06
2023-06-30,STR-0001,PRD-000683,D03,639,988,243,14.1,24,635.55,1340184.28,2023-05-15
2023-06-30,STR-0001,PRD-000081,D01,1011,891,298,30.3,13,7.25,7329.75,2023-05-02
2023-06-30,STR-0001,PRD-001735,D08,3730,1807,434,716.8,50,362.9,1353617.0,2023-06-15
2023-06-30,STR-0001,PRD-000768,D04,4233,382,316,633.3,6,286.64,4004045.5,2023-06-29
2023-06-30,STR-0002,PRD-001161,D05,2953,951,99,87.2,45,201.43,594822.79,2023-05-24
2023-06-30,STR-0002,PRD-001720,D08,1062,612,328,23.8,31,306.71,325726.02,2023-05-24
2023-06-30,STR-0002,PRD-001269,D06,253,1275,16,14.4,41,566.41,143301.73,2023-05-03
2023-06-30,STR-0002,PRD-001264,D06,823,1760,168,33.4,2,674.47,555088.81,2023-05-15
2023-06-30,STR-0002,PRD-002239,D10,4038,34,294,141.7,13,477.9,6368208.66,2023-05-07
2023-06-30,STR-0002,PRD-001716,D08,605,1408,113,15.6,12,468.67,283545.35,2023-05-27
2023-06-30,STR-0002,PRD-001111,D05,3215,1298,440,93.7,9,293.27,942863.05,2023-05-28
2023-06-30,STR-0002,PRD-001879,D08,4802,91,357,96.4,44,785.16,3770338.32,2023-05-18
2023-06-30,STR-0002,PRD-000445,D02,3325,0,345,394.8,27,431.47,1434637.75,2023-06-19
2023-06-30,STR-0002,PRD-000886,D04,584,301,377,26.5,12,329.37,192352.08,2023-05-28
2023-06-30,STR-0002,PRD-002397,D10,4410,1627,306,612.2,48,123.16,543135.6,2023-05-21
2023-06-30,STR-0002,PRD-002000,D09,4357,1226,143,91.6,27,760.61,3313977.77,2023-06-27
2023-06-30,STR-0002,PRD-001453,D07,4679,996,214,707.2,34,180.16,842968.64,2023-06-25
2023-06-30,STR-0002,PRD-000741,D04,4126,1049,60,539.0,27,716.9,2957929.4,2023-05-04
2023-06-30,STR-0002,PRD-001251,D06,2673,342,372,1075.4,49,645.82,1726276.86,2023-06-23
2023-06-30,STR-0002,PRD-001940,D09,3259,734,461,129.5,49,578.4,1885005.6,2023-05-03
2023-06-30,STR-0002,PRD-001466,D07,2421,777,257,91.4,10,623.86,1510365.06,2023-05-09
2023-06-30,STR-0002,PRD-001508,D07,3748,1618,19,87.1,46,422.93,1585141.64,2023-05-10
2023-06-30,STR-0002,PRD-002307,D10,492,578,495,26.7,45,198.11,97470.12,2023-05-15
2023-06-30,STR-0002,PRD-001353,D06,2132,129,255,84.8,35,123.6,263515.2,2023-05-29
2023-06-30,STR-0002,PRD-000289,D02,1510,231,492,35.4,46,449.47,678699.7,2023-05-23
2023-06-30,STR-0002,PRD-000368,D02,2024,1942,41,69.8,24,55.24,111805.76,2023-05-20
2023-06-30,STR-0002,PRD-000938,D04,2266,426,226,61.9,5,592.42,1342423.72,2023-05-19
2023-06-30,STR-0002,PRD-002002,D09,-998,450,481,51.5,13,658.9,657582.2,2023-05-21
2023-06-30,STR-0002,PRD-000161,D01,4230,328,281,107.8,30,74.92,316911.6,2023-06-13
2023-06-30,STR-0002,PRD-001738,D08,2736,983,84,208.9,16,240.66,2172871.01,2023-05-10
2023-06-30,STR-0002,PRD-000612,D03,2383,1403,25,94.9,50,400.29,953891.07,2023-06-01
2023-06-30,STR-0002,PRD-002244,D10,1006,1314,20,25.3,50,630.18,2092071.56,2023-06-23
2023-06-30,STR-0002,PRD-001526,D07,1065,1937,179,54.6,4,589.34,627647.1,2023-05-25
2023-06-30,STR-0002,PRD-000672,D03,3538,315,437,118.6,13,247.05,874062.9,2023-05-08
2023-06-30,STR-0002,PRD-000294,D02,484,1408,420,12.9,34,307.49,148825.16,2023-05-06
2023-06-30,STR-0002,PRD-000936,D04,3368,558,328,97.2,5,757.33,2550687.44,2023-05-03
2023-06-30,STR-0002,PRD-000041,D01,3130,742,276,72.5,14,150.29,470407.7,2023-06-05
2023-06-30,STR-0002,PRD-001761,D08,159,955,15,5.2,7,653.76,103947.84,2023-05-25
2023-06-30,STR-0002,PRD-000309,D02,-1839,1617,83,129.3,45,647.96,1191598.44,2023-06-29
2023-06-30,STR-0002,PRD-000556,D03,2561,334,42,67.6,31,605.18,1549865.98,2023-05-02
2023-06-30,STR-0002,PRD-001895,D08,1744,1158,466,1562.4,2,30.14,52564.16,2023-06-02
2023-06-30,STR-0002,PRD-002351,D10,2486,888,13,370.6,15,231.23,574837.78,2023-05-12
2023-06-30,STR-0002,PRD-000930,D04,4988,1899,458,881.5,19,621.85,3101787.8,2023-05-09
2023-06-30,STR-0002,PRD-001976,D09,3675,491,115,151.8,31,65.31,240014.25,2023-06-18
2023-06-30,STR-0002,PRD-001128,D05,3509,822,344,80.1,50,661.29,2320466.61,2023-06-28
2023-06-30,STR-0002,PRD-000876,D04,232,22,339,8.0,37,56.82,13182.24,2023-06-14
2023-06-30,STR-0002,PRD-000583,D03,-3762,305,201,201.0,49,387.02,1455969.24,2023-06-29
2023-06-30,STR-0002,PRD-002130,D09,1501,1712,239,30.9,6,299.71,449864.71,2023-05-02
2023-06-30,STR-0002,PRD-001588,D07,1791,816,362,38.8,0,520.9,932931.9,2023-06-14
2023-06-30,STR-0002,PRD-002073,D09,2803,1104,391,140.9,48,477.53,1338516.59,2023-05-27
2023-06-30,STR-0002,PRD-001290,D06,1003,1213,348,168.4,42,624.13,626002.39,2023-06-05
2023-06-30,STR-0002,PRD-001835,D08,950,908,10,303.4,39,575.2,546440.0,2023-05-19
2023-06-30,STR-0002,PRD-001301,D06,4763,7,198,606.1,28,113.81,542077.03,2023-05-30
2023-06-30,STR-0002,PRD-001045,D05,4257,92,303,761.5,32,16.05,68324.85,2023-05-27
2023-06-30,STR-0002,PRD-002066,D09,2862,1221,121,528.8,7,507.92,1453667.04,2023-05-19
2023-06-30,STR-0002,PRD-000748,D04,259,105,235,5.8,43,69.43,17982.37,2023-05-09
2023-06-30,STR-0002,PRD-001705,D07,4050,1327,469,104.8,49,324.07,1312483.5,2023-06-10
2023-06-30,STR-0002,PRD-001845,D08,3620,1054,298,110.6,18,631.55,2286211.0,2023-06-16
2023-06-30,STR-0002,PRD-000439,D02,1022,1436,306,27.1,34,205.56,210082.32,2023-05-28
2023-06-30,STR-0002,PRD-000847,D04,1097,744,114,22.5,43,636.96,698745.12,2023-05-16
2023-06-30,STR-0002,PRD-001548,D07,3338,276,61,90.4,29,144.1,481005.8,2023-05-05
2023-06-30,STR-0002,PRD-001702,D07,2964,1181,115,119.2,39,190.57,564849.48,2023-05-01
2023-06-30,STR-0002,PRD-001490,D07,3478,1115,56,248.9,42,423.38,1472515.64,2023-06-28
2023-06-30,STR-0002,PRD-002432,D10,787,569,346,199.3,33,4.23,3329.01,2023-05-19
2023-06-30,STR-0002,PRD-001875,D08,-3002,238,268,110.2,9,577.86,1734735.72,2023-06-19
2023-06-30,STR-0002,PRD-000119,D01,415,1713,396,16.1,16,459.8,190817.0,2023-05-13
2023-06-30,STR-0002,PRD-000870,D04,3317,1860,100,124.1,11,538.02,5889220.72,2023-06-19
2023-06-30,STR-0002,PRD-001723,D08,2828,1353,47,85.4,37,207.72,587432.16,2023-05-05
2023-06-30,STR-0002,PRD-002050,D09,2344,1837,326,101.9,8,410.5,962212.0,2023-05-17
2023-06-30,STR-0002,PRD-001581,D07,590,904,437,56.7,40,349.71,206328.9,2023-05-05
2023-06-30,STR-0002,PRD-002341,D10,328,1493,225,7.6,32,351.22,115200.16,2023-05-31
2023-06-30,STR-0002,PRD-000694,D03,14,245,65,0.3,9,301.7,4223.8,2023-05-21
2023-06-30,STR-0002,PRD-000751,D04,2117,1140,405,50.7,28,601.64,1273671.88,2023-06-25
2023-06-30,STR-0002,PRD-000774,D04,2750,855,496,240.0,13,324.13,891357.5,2023-05-01
2023-06-30,STR-0002,PRD-001987,D09,3937,128,478,84.3,48,260.97,1027438.89,2023-06-04
2023-06-30,STR-0002,PRD-001060,D05,3158,791,284,101.0,44,130.42,411866.36,2023-05-09
2023-06-30,STR-0002,PRD-001861,D08,4708,1484,182,126.0,48,11.31,53247.48,2023-06-15
2023-06-30,STR-0002,PRD-001371,D06,1148,898,42,46.3,31,716.67,822737.16,2023-06-06
2023-06-30,STR-0002,PRD-000065,D01,4334,1955,406,216.0,41,327.78,4687975.12,2023-05-24
2023-06-30,STR-0002,PRD-002202,D09,2779,1601,56,84.1,19,466.62,1296736.98,2023-06-22
2023-06-30,STR-0002,PRD-000908,D04,2814,1452,380,81.0,16,56.05,520491.51,2023-05-10
2023-06-30,STR-0002,PRD-002246,D10,3993,1156,75,83.0,17,650.7,2598245.1,2023-05-05
2023-06-30,STR-0002,PRD-002430,D10,3865,1121,79,80.3,15,664.06,2566591.9,2023-05-26
2023-06-30,STR-0002,PRD-000337,D02,-937,1316,70,33.2,37,207.82,194727.34,2023-05-09
2023-06-30,STR-0002,PRD-002372,D10,526,497,211,12.5,34,523.39,275303.14,2023-05-27
2023-06-30,STR-0002,PRD-002144,D09,754,343,130,15.2,3,717.8,541221.2,2023-05-30
2023-06-30,STR-0002,PRD-002111,D09,3575,1723,447,137.8,11,232.98,832903.5,2023-06-20
2023-06-30,STR-0002,PRD-000120,D01,1172,235,315,24.5,43,621.86,728819.92,2023-06-19
2023-06-30,STR-0002,PRD-001717,D08,1673,952,239,39.1,5,637.99,1067357.27,2023-06-21
2023-06-30,STR-0002,PRD-000650,D03,4264,715,61,98.2,48,323.84,1380853.76,2023-06-14
2023-06-30,STR-0002,PRD-001194,D06,3899,1228,431,94.6,19,583.67,7509906.79,2023-06-14
2023-06-30,STR-0002,PRD-001467,D07,4905,625,389,239.3,48,721.87,3540772.35,2023-06-07
2023-06-30,STR-0002,PRD-000803,D04,3125,520,290,227.7,0,226.77,708656.25,2023-05-23
2023-06-30,STR-0002,PRD-001108,D05,3890,1628,86,78.9,21,74.48,289727.2,2023-05-03
2023-06-30,STR-0002,PRD-000021,D01,4205,1918,408,86.5,16,394.5,1658872.5,2023-06-07
2023-06-30,STR-0002,PRD-002415,D10,816,17,382,35.1,0,711.21,1915146.29,2023-06-16
2023-06-30,STR-0002,PRD-000749,D04,1024,1836,53,23.5,25,144.51,147978.24,2023-05-17
2023-06-30,STR-0002,PRD-001382,D06,1382,736,249,70.9,34,239.11,330450.02,2023-06-02
2023-06-30,STR-0002,PRD-002455,D10,3885,1713,23,138.2,8,262.73,1020706.05,2023-06-24
2023-06-30,STR-0002,PRD-000140,D01,3379,243,462,1162.8,28,77.62,262277.98,2023-05-29
2023-06-30,STR-0002,PRD-001667,D07,2116,311,368,93.0,41,203.6,430817.6,2023-06-23
2023-06-30,STR-0002,PRD-001897,D08,-3491,1151,53,105.2,31,799.62,2791473.42,2023-06-27
2023-06-30,STR-0002,PRD-000109,D01,4961,1305,181,478.9,3,141.47,701832.67,2023-05-12
2023-06-30,STR-0002,PRD-001200,D06,3363,1085,479,153.9,10,619.04,2081831.52,2023-06-06
2023-06-30,STR-0002,PRD-002077,D09,2872,141,281,71.7,15,181.92,1724164.99,2023-06-06
2023-06-30,STR-0002,PRD-000301,D02,3742,1581,221,260.6,27,733.12,2743335.04,2023-05-04
2023-06-30,STR-0002,PRD-001911,D08,4367,292,11,106.7,37,296.98,4279808.48,2023-05-11
2023-06-30,STR-0002,PRD-000239,D02,4829,341,477,99.3,2,218.56,1055426.24,2023-05-28
2023-06-30,STR-0002,PRD-001075,D05,274,351,459,48.2,37,147.71,40472.54,2023-06-18
2023-06-30,STR-0002,PRD-002295,D10,2841,1104,329,156.9,20,747.74,2124329.34,2023-05-01
2023-06-30,STR-0002,PRD-000860,D04,1250,23,377,30.7,27,169.07,211337.5,2023-05-23
2023-06-30,STR-0002,PRD-000139,D01,243,1880,206,78.5,39,440.34,107002.62,2023-05-05
2023-06-30,STR-0002,PRD-000467,D03,3224,1224,384,77.5,9,227.43,733234.32,2023-06-03
2023-06-30,STR-0002,PRD-001008,D05,2759,1676,370,64.8,24,742.56,2048723.04,2023-06-10
2023-06-30,STR-0002,PRD-000405,D02,3682,1684,361,216.8,4,23.8,87631.6,2023-05-27
2023-06-30,STR-0002,PRD-000807,D04,246,265,488,25.4,1,486.49,119676.54,2023-05-20
2023-06-30,STR-0002,PRD-000828,D04,3634,1388,95,1168.4,22,487.38,1771138.92,2023-05-19
2023-06-30,STR-0002,PRD-002327,D10,2288,1255,339,1155.2,29,757.22,1732519.36,2023-05-24
2023-06-30,STR-0002,PRD-002185,D09,-2238,228,271,495.4,43,240.42,538059.96,2023-05-04
2023-06-30,STR-0002,PRD-002042,D09,2975,1291,301,124.2,35,149.49,444732.75,2023-06-08
2023-06-30,STR-0002,PRD-002041,D09,2845,393,209,145.8,44,719.7,2047546.5,2023-05-14
2023-06-30,STR-0002,PRD-000669,D03,1988,234,94,63.8,34,505.44,1004814.72,2023-05-22
2023-06-30,STR-0002,PRD-000184,D01,4835,897,267,149.8,50,742.26,3588827.1,2023-05-18
2023-06-30,STR-0002,PRD-000145,D01,2903,182,467,149.6,9,727.17,2110974.51,2023-05-28
2023-06-30,STR-0002,PRD-001445,D07,3095,1589,123,104.2,43,635.46,1966748.7,2023-06-14
2023-06-30,STR-0002,PRD-000601,D03,4704,657,417,182.8,12,461.27,2169814.08,2023-06-02
2023-06-30,STR-0002,PRD-000419,D02,2715,1619,364,90.3,23,199.17,540746.55,2023-05-18
2023-06-30,STR-0002,PRD-000780,D04,2630,625,92,61.9,4,118.32,1026899.28,2023-06-02
2023-06-30,STR-0002,PRD-002444,D10,4028,1300,366,97.0,42,151.33,609557.24,2023-06-04
2023-06-30,STR-0002,PRD-000174,D01,1019,375,252,25.5,26,296.92,302561.48,2023-05-24
2023-06-30,STR-0002,PRD-002061,D09,4148,53,26,605.2,2,660.59,9042420.16,2023-05-20
2023-06-30,STR-0002,PRD-000703,D04,3098,79,455,88.9,18,795.52,2464520.96,2023-06-08
2023-06-30,STR-0002,PRD-002245,D10,1116,1886,319,24.2,44,18.9,21092.4,2023-05-15
2023-06-30,STR-0002,PRD-000068,D01,2679,242,179,99.8,32,351.97,942927.63,2023-06-11
2023-06-30,STR-0003,PRD-001194,D06,2998,1859,413,128.7,11,583.67,5774480.78,2023-06-08
2023-06-30,STR-0003,PRD-000654,D03,2337,1544,309,74.1,48,707.28,1652913.36,2023-06-13
2023-06-30,STR-0003,PRD-001458,D07,342,1117,83,94.7,5,639.37,218664.54,2023-05-24
2023-06-30,STR-0003,PRD-001614,D07,4272,991,89,159.9,9,141.0,602352.0,2023-05-17
2023-06-30,STR-0003,PRD-000138,D01,2325,1566,169,79.0,41,12.14,28225.5,2023-05-05
2023-06-30,STR-0003,PRD-000379,D02,3375,807,98,87.0,2,148.92,502605.0,2023-05-15
2023-06-30,STR-0003,PRD-001464,D07,2698,1548,193,184.5,9,366.32,988331.36,2023-06-10
2023-06-30,STR-0003,PRD-002411,D10,1906,1671,487,60.4,34,224.29,427496.74,2023-05-26
2023-06-30,STR-0003,PRD-000199,D01,125,1345,301,3.6,25,656.65,82081.25,2023-05-24
2023-06-30,STR-0003,PRD-001876,D08,3889,1669,327,202.9,34,787.54,3062743.06,2023-06-22
2023-06-30,STR-0003,PRD-001040,D05,3514,1104,125,560.2,28,504.09,1771372.26,2023-06-22
2023-06-30,STR-0003,PRD-001706,D07,3480,933,426,90.0,9,669.6,2330208.0,2023-06-25
2023-06-30,STR-0003,PRD-001624,D07,4519,903,226,740.9,39,573.81,2593047.39,2023-05-07
2023-06-30,STR-0003,PRD-001190,D06,1610,1389,100,44.6,0,235.38,378961.8,2023-06-17
2023-06-30,STR-0003,PRD-000432,D02,3004,1672,108,344.0,29,167.86,504251.44,2023-05-10
2023-06-30,STR-0003,PRD-001310,D06,4100,818,339,327.2,21,660.36,2707476.0,2023-06-09
2023-06-30,STR-0003,PRD-002283,D10,1971,1639,161,42.9,29,23.44,46200.24,2023-06-11
2023-06-30,STR-0003,PRD-000117,D01,3482,601,489,2316.8,8,719.19,2504219.58,2023-05-10
2023-06-30,STR-0003,PRD-000283,D02,1846,537,359,55.0,0,74.04,136677.84,2023-05-18
2023-06-30,STR-0003,PRD-000627,D03,1793,807,258,106.1,8,680.95,1220943.35,2023-06-05
2023-06-30,STR-0003,PRD-000802,D04,4187,1557,102,104.9,6,556.36,2329479.32,2023-05-12
2023-06-30,STR-0003,PRD-000458,D03,3252,784,437,86.2,44,516.58,1679918.16,2023-05-10
2023-06-30,STR-0003,PRD-001617,D07,3860,730,332,114.2,39,199.56,770301.6,2023-05-31
2023-06-30,STR-0003,PRD-001884,D08,2814,1652,164,824.3,16,535.22,1506109.08,2023-06-21
2023-06-30,STR-0003,PRD-000360,D02,2579,763,488,84.2,29,7.63,19677.77,2023-05-18
2023-06-30,STR-0003,PRD-001443,D07,1348,1196,460,435.4,26,749.96,1010946.08,2023-05-21
2023-06-30,STR-0003,PRD-001477,D07,2123,1446,175,52.9,20,635.64,1349463.72,2023-06-12
2023-06-30,STR-0003,PRD-001734,D08,1847,954,40,49.3,22,118.85,219515.95,2023-05-07
2023-06-30,STR-0003,PRD-001592,D07,1950,78,123,221.2,17,142.34,277563.0,2023-05-09
2023-06-30,STR-0003,PRD-000730,D04,2882,1622,350,66.9,25,303.36,874283.52,2023-05-05
2023-06-30,STR-0003,PRD-000240,D02,2606,1164,447,54.5,12,60.11,156646.66,2023-06-25
2023-06-30,STR-0003,PRD-001357,D06,1750,684,494,66.4,32,311.64,545370.0,2023-05-21
2023-06-30,STR-0003,PRD-001292,D06,3366,306,448,836.4,46,54.9,184793.4,2023-06-23
2023-06-30,STR-0003,PRD-000367,D02,3075,972,348,194.4,25,70.96,218202.0,2023-06-17
2023-06-30,STR-0003,PRD-001643,D07,1653,302,348,630.3,14,652.06,1077855.18,2023-06-25
2023-06-30,STR-0003,PRD-000027,D01,3095,1868,10,121.3,9,696.92,2156967.4,2023-06-20
2023-06-30,STR-0003,PRD-001896,D08,1333,265,386,35.3,16,395.31,526948.23,2023-05-05
2023-06-30,STR-0003,PRD-001732,D08,3435,1851,357,599.6,14,334.82,1150106.7,2023-05-02
2023-06-30,STR-0003,PRD-000887,D04,3219,216,252,919.1,40,157.78,507893.82,2023-06-06
2023-06-30,STR-0003,PRD-002034,D09,961,1044,251,40.6,40,337.76,324587.36,2023-05-28
2023-06-30,STR-0003,PRD-002003,D09,742,925,102,36.8,34,204.81,151969.02,2023-05-16
2023-06-30,STR-0003,PRD-001107,D05,2116,1057,14,155.4,33,136.34,288495.44,2023-05-20
2023-06-30,STR-0003,PRD-000732,D04,2045,1979,116,72.3,43,305.21,624154.45,2023-06-24
2023-06-30,STR-0003,PRD-000348,D02,4897,1111,433,131.4,1,120.73,591214.81,2023-05-30
2023-06-30,STR-0003,PRD-000355,D02,4420,1742,126,2053.2,4,506.7,2239614.0,2023-05-25
2023-06-30,STR-0003,PRD-000817,D04,2630,732,154,134.3,27,745.16,1959770.8,2023-06-24
2023-06-30,STR-0003,PRD-000801,D04,4185,1694,349,97.3,0,369.03,1544390.55,2023-05-09
2023-06-30,STR-0003,PRD-000382,D02,3411,1545,189,219.9,33,56.16,191561.76,2023-05-01
2023-06-30,STR-0003,PRD-001597,D07,4985,1406,461,132.5,45,272.5,1358412.5,2023-05-23
2023-06-30,STR-0003,PRD-002465,D10,942,1343,71,80.5,31,552.3,520266.6,2023-05-17
2023-06-30,STR-0003,PRD-000563,D03,2995,1050,211,69.6,47,399.88,1197640.6,2023-05-06
2023-06-30,STR-0003,PRD-001986,D09,4135,1489,345,745.5,39,764.51,3161248.85,2023-05-30
2023-06-30,STR-0003,PRD-001377,D06,1975,418,409,351.3,9,515.74,1018586.5,2023-06-17
2023-06-30,STR-0003,PRD-001748,D08,4273,359,246,1014.0,23,201.34,860325.82,2023-05-09
2023-06-30,STR-0003,PRD-002360,D10,215,144,228,7.3,43,243.68,52391.2,2023-06-29
2023-06-30,STR-0003,PRD-002080,D09,4667,1,56,231.6,10,239.35,3686253.28,2023-05-04
2023-06-30,STR-0003,PRD-001079,D05,4605,1252,299,918.8,32,492.82,2269436.1,2023-05-29
2023-06-30,STR-0003,PRD-002139,D09,969,503,281,39.4,22,97.16,94148.04,2023-05-17
2023-06-30,STR-0003,PRD-000351,D02,1764,333,20,108.3,26,224.39,395823.96,2023-06-19
2023-06-30,STR-0003,PRD-000591,D03,4316,1768,469,188.0,10,445.96,1924763.36,2023-06-18
2023-06-30,STR-0003,PRD-000589,D03,2564,1015,263,91.0,19,526.45,1349817.8,2023-05-21
2023-06-30,STR-0003,PRD-001438,D07,771,477,256,32.0,29,531.2,409555.2,2023-05-05
2023-06-30,STR-0003,PRD-002333,D10,4112,1034,275,104.7,37,203.01,834777.12,2023-06-07
2023-06-30,STR-0003,PRD-000626,D03,-2258,1865,488,114.9,0,2.64,5961.12,2023-06-27
2023-06-30,STR-0003,PRD-000815,D04,2185,438,343,44.8,15,257.56,562768.6,2023-05-09
2023-06-30,STR-0003,PRD-002341,D10,2323,1900,65,80.2,26,351.22,815884.06,2023-06-21
2023-06-30,STR-0003,PRD-000585,D03,2604,235,151,288.5,24,413.6,1077014.4,2023-05-17
2023-06-30,STR-0003,PRD-002065,D09,582,1615,454,16.4,16,148.94,86683.08,2023-06-14
2023-06-30,STR-0003,PRD-002377,D10,-4319,378,252,125.6,3,225.73,974927.87,2023-05-11
2023-06-30,STR-0003,PRD-000124,D01,1845,1121,163,39.7,38,131.83,802646.96,2023-06-20
2023-06-30,STR-0003,PRD-002046,D09,3164,1281,322,64.4,17,170.93,540822.52,2023-05-21
2023-06-30,STR-0003,PRD-002206,D09,4786,1365,256,116.3,26,672.77,3219877.22,2023-05-18
2023-06-30,STR-0003,PRD-002200,D09,2700,890,346,101.7,48,528.9,1428030.0,2023-06-26
2023-06-30,STR-0003,PRD-000230,D02,3218,1558,149,129.4,40,769.77,2477119.86,2023-05-02
2023-06-30,STR-0003,PRD-000269,D02,4263,1130,376,155.3,2,79.08,337118.04,2023-05-07
2023-06-30,STR-0003,PRD-001258,D06,4207,1897,457,1512.8,43,646.66,2720498.62,2023-05-06
2023-06-30,STR-0003,PRD-001512,D07,-1418,1284,218,186.2,49,174.53,247483.54,2023-05-09
2023-06-30,STR-0003,PRD-000574,D03,2655,1693,11,53.4,29,453.49,1204015.95,2023-06-28
2023-06-30,STR-0003,PRD-000535,D03,2518,1892,388,111.4,25,474.61,1195067.98,2023-05-01
2023-06-30,STR-0003,PRD-001672,D07,71,1183,343,2.6,35,569.66,40445.86,2023-05-09
2023-06-30,STR-0003,PRD-000915,D04,1968,714,242,44.2,9,282.18,555330.24,2023-06-24
2023-06-30,STR-0003,PRD-001762,D08,2072,1859,316,60.8,15,641.3,1328773.6,2023-06-21
2023-06-30,STR-0003,PRD-001868,D08,1860,1173,451,166.3,18,193.45,359817.0,2023-05-28
2023-06-30,STR-0003,PRD-000266,D02,1474,242,319,152.7,24,218.86,322599.64,2023-05-03
2023-06-30,STR-0003,PRD-000204,D01,2345,1343,145,80.8,48,63.98,150033.1,2023-06-27
2023-06-30,STR-0003,PRD-001607,D07,1357,638,36,297.8,27,461.23,625889.11,2023-06-18
2023-06-30,STR-0003,PRD-000786,D04,643,1124,369,16.8,37,64.05,41184.15,2023-05-02
2023-06-30,STR-0003,PRD-000912,D04,2134,299,284,47.4,48,648.54,1383984.36,2023-06-09
2023-06-30,STR-0003,PRD-001658,D07,1610,1698,492,70.6,22,267.85,431238.5,2023-05-05
2023-06-30,STR-0003,PRD-001283,D06,4615,361,399,108.7,46,566.31,2613520.65,2023-05-05
2023-06-30,STR-0003,PRD-000134,D01,702,1135,428,14.4,22,113.73,79838.46,2023-06-20
2023-06-30,STR-0003,PRD-000840,D04,1719,70,25,467.4,49,494.4,849873.6,2023-05-11
2023-06-30,STR-0003,PRD-002339,D10,769,1875,412,255.3,10,49.36,37957.84,2023-06-01
2023-06-30,STR-0003,PRD-000821,D04,206,806,351,25.0,49,260.79,53722.74,2023-06-18
2023-06-30,STR-0003,PRD-001900,D08,2789,946,107,84.8,18,537.33,1498613.37,2023-05-22
2023-06-30,STR-0003,PRD-000977,D05,4065,1763,165,179.3,25,352.39,1432465.35,2023-05-22
2023-06-30,STR-0003,PRD-002103,D09,-3430,940,362,85.9,27,249.0,2818431.0,2023-06-06
2023-06-30,STR-0003,PRD-001345,D06,1537,1763,241,39.1,25,771.93,3915306.15,2023-06-23
2023-06-30,STR-0003,PRD-002282,D10,1860,394,125,81.8,6,697.83,1297963.8,2023-05-10
2023-06-30,STR-0003,PRD-001651,D07,1269,1382,118,45.0,44,759.96,964389.24,2023-06-29
2023-06-30,STR-0003,PRD-001347,D06,4175,809,369,117.3,18,664.32,2773536.0,2023-05-24
2023-06-30,STR-0003,PRD-002151,D09,3533,905,176,303.5,31,32.04,113197.32,2023-06-02
2023-06-30,STR-0003,PRD-000301,D02,3189,870,102,423.9,37,733.12,2337919.68,2023-05-11
