product_id,product_name,dept_id,dept_name,category,supplier_id,sku,unit_cost_usd,unit_price_usd,reorder_point,is_perishable,status
PRD-000469,Beverages Item 469,D03,Grocery & Food,Beverages,SUP-014,SKU-0000469,649.97,1577.95,303,1,Discontinued
PRD-000470,Bakery Item 470,D03,Grocery & Food,Bakery,SUP-004,SKU-0000470,617.7,778.07,313,1,Active
PRD-000471,Meat & Seafood Item 471,D03,Grocery & Food,Meat & Seafood,SUP-006,SKU-0000471,10.54,32.68,465,1,Active
PRD-000472,Frozen Food Item 472,D03,Grocery & Food,Frozen Food,SUP-010,SKU-0000472,189.33,648.0,281,1,Discontinued
PRD-000473,Beverages Item 473,D03,Grocery & Food,Beverages,SUP-015,SKU-0000473,89.47,266.53,308,1,Active
PRD-000474,Fresh Produce Item 474,D03,Grocery & Food,Fresh Produce,SUP-010,SKU-0000474,34.75,24.32,409,1,Seasonal
PRD-000475,Dairy Item 475,D03,Grocery & Food,Dairy,SUP-009,SKU-0000475,232.97,728.14,308,1,Discontinued
PRD-000476,Frozen Food Item 476,D03,Grocery & Food,Frozen Food,SUP-007,SKU-0000476,83.58,123.18,291,1,Seasonal
PRD-000477,Beverages Item 477,D03,Grocery & Food,Beverages,SUP-009,SKU-0000477,417.22,1451.43,107,1,Discontinued
PRD-000478,Frozen Food Item 478,D03,Grocery & Food,Frozen Food,SUP-011,SKU-0000478,642.1,2045.4,435,1,Seasonal
PRD-000479,Beverages Item 479,D03,Grocery & Food,Beverages,SUP-002,SKU-0000479,521.46,1810.53,119,1,Active
PRD-000480,Dairy Item 480,D03,Grocery & Food,Dairy,SUP-008,SKU-0000480,147.88,302.29,454,1,Active
PRD-000481,Meat & Seafood Item 481,D03,Grocery & Food,Meat & Seafood,SUP-005,SKU-0000481,292.17,945.99,222,1,Active
PRD-000482,Bakery Item 482,D03,Grocery & Food,Bakery,SUP-014,SKU-0000482,24.73,52.47,50,1,Discontinued
PRD-000483,Fresh Produce Item 483,D03,Grocery & Food,Fresh Produce,SUP-001,SKU-0000483,191.36,432.02,105,1,Seasonal
PRD-000484,Dairy Item 484,D03,Grocery & Food,Dairy,SUP-014,SKU-0000484,129.59,151.18,370,1,Seasonal
PRD-000485,Fresh Produce Item 485,D03,Grocery & Food,Fresh Produce,SUP-010,SKU-0000485,409.59,1379.56,19,1,Active
PRD-000486,Fresh Produce Item 486,D03,Grocery & Food,Fresh Produce,SUP-012,SKU-0000486,797.24,558.07,126,1,Seasonal
PRD-000487,Beverages Item 487,D03,Grocery & Food,Beverages,SUP-008,SKU-0000487,774.09,2370.3,150,1,Active
PRD-000488,Fresh Produce Item 488,D03,Grocery & Food,Fresh Produce,SUP-004,SKU-0000488,583.54,408.48,25,1,Active
PRD-000489,Fresh Produce Item 489,D03,Grocery & Food,Fresh Produce,SUP-007,SKU-0000489,286.46,715.5,231,1,Seasonal
PRD-000490,Fresh Produce Item 490,D03,Grocery & Food,Fresh Produce,SUP-012,SKU-0000490,198.44,247.25,119,1,Active
PRD-000491,Fresh Produce Item 491,D03,Grocery & Food,Fresh Produce,SUP-014,SKU-0000491,133.51,189.39,272,1,Discontinued
PRD-000492,Dairy Item 492,D03,Grocery & Food,Dairy,SUP-013,SKU-0000492,490.36,998.93,95,1,Seasonal
PRD-000493,Meat & Seafood Item 493,D03,Grocery & Food,Meat & Seafood,SUP-006,SKU-0000493,757.82,2161.77,67,1,Active
PRD-000494,Frozen Food Item 494,D03,Grocery & Food,Frozen Food,SUP-007,SKU-0000494,260.67,624.66,499,1,Active
PRD-000495,Fresh Produce Item 495,D03,Grocery & Food,Fresh Produce,SUP-003,SKU-0000495,242.18,400.79,377,1,Active
PRD-000496,Beverages Item 496,D03,Grocery & Food,Beverages,SUP-002,SKU-0000496,234.98,409.55,368,1,Active
PRD-000497,Bakery Item 497,D03,Grocery & Food,Bakery,SUP-015,SKU-0000497,787.63,2326.05,304,1,Active
PRD-000498,Fresh Produce Item 498,D03,Grocery & Food,Fresh Produce,SUP-012,SKU-0000498,531.51,1762.36,350,1,Discontinued
PRD-000499,Meat & Seafood Item 499,D03,Grocery & Food,Meat & Seafood,SUP-005,SKU-0000499,798.31,2308.08,234,1,Discontinued
PRD-000500,Dairy Item 500,D03,Grocery & Food,Dairy,SUP-015,SKU-0000500,382.67,535.73,278,1,Seasonal
PRD-000501,Bakery Item 501,D03,Grocery & Food,Bakery,SUP-006,SKU-0000501,737.34,2054.01,490,1,Discontinued
PRD-000502,Fresh Produce Item 502,D03,Grocery & Food,Fresh Produce,SUP-006,SKU-0000502,746.07,2485.55,334,1,Active
PRD-000503,Bakery Item 503,D03,Grocery & Food,Bakery,SUP-015,SKU-0000503,796.14,2582.25,38,1,Discontinued
PRD-000504,Meat & Seafood Item 504,D03,Grocery & Food,Meat & Seafood,SUP-010,SKU-0000504,601.28,1069.57,106,1,Seasonal
PRD-000505,Beverages Item 505,D03,Grocery & Food,Beverages,SUP-002,SKU-0000505,565.89,1060.8,111,1,Active
PRD-000506,Beverages Item 506,D03,Grocery & Food,Beverages,SUP-001,SKU-0000506,78.24,190.86,65,1,Active
PRD-000507,Dairy Item 507,D03,Grocery & Food,Dairy,SUP-002,SKU-0000507,509.04,598.93,422,1,Active
PRD-000508,Bakery Item 508,D03,Grocery & Food,Bakery,SUP-004,SKU-0000508,554.58,1487.89,427,1,Active
PRD-000509,Bakery Item 509,D03,Grocery & Food,Bakery,SUP-015,SKU-0000509,457.36,1596.09,456,1,Active
PRD-000510,Fresh Produce Item 510,D03,Grocery & Food,Fresh Produce,SUP-004,SKU-0000510,506.54,1740.5,65,1,Active
PRD-000511,Dairy Item 511,D03,Grocery & Food,Dairy,SUP-005,SKU-0000511,690.02,825.23,99,1,Active
PRD-000512,Bakery Item 512,D03,Grocery & Food,Bakery,SUP-009,SKU-0000512,335.34,433.66,402,1,Seasonal
PRD-000513,Beverages Item 513,D03,Grocery & Food,Beverages,SUP-010,SKU-0000513,729.41,1671.79,389,1,Discontinued
PRD-000514,Dairy Item 514,D03,Grocery & Food,Dairy,SUP-007,SKU-0000514,4.11,6.43,371,1,Active
PRD-000515,Dairy Item 515,D03,Grocery & Food,Dairy,SUP-014,SKU-0000515,235.01,316.59,344,1,Active
PRD-000516,Meat & Seafood Item 516,D03,Grocery & Food,Meat & Seafood,SUP-015,SKU-0000516,579.13,405.39,351,1,Active
PRD-000517,Bakery Item 517,D03,Grocery & Food,Bakery,SUP-014,SKU-0000517,629.03,2028.51,452,1,Seasonal
PRD-000518,Dairy Item 518,D03,Grocery & Food,Dairy,SUP-002,SKU-0000518,16.03,35.71,222,1,Seasonal
PRD-000519,Frozen Food Item 519,D03,Grocery & Food,Frozen Food,SUP-015,SKU-0000519,772.71,2371.34,248,1,Discontinued
PRD-000520,Bakery Item 520,D03,Grocery & Food,Bakery,SUP-012,SKU-0000520,87.73,222.49,456,1,Discontinued
PRD-000521,Beverages Item 521,D03,Grocery & Food,Beverages,SUP-004,SKU-0000521,618.71,798.19,489,1,Discontinued
PRD-000522,Beverages Item 522,D03,Grocery & Food,Beverages,SUP-007,SKU-0000522,2.25,6.06,335,1,Seasonal
PRD-000523,Beverages Item 523,D03,Grocery & Food,Beverages,SUP-008,SKU-0000523,310.82,970.47,90,1,Discontinued
PRD-000524,Dairy Item 524,D03,Grocery & Food,Dairy,SUP-001,SKU-0000524,392.74,716.54,338,1,Active
PRD-000525,Beverages Item 525,D03,Grocery & Food,Beverages,SUP-010,SKU-0000525,306.77,455.6,141,1,Active
PRD-000526,Beverages Item 526,D03,Grocery & Food,Beverages,SUP-011,SKU-0000526,26.84,88.23,364,1,Seasonal
PRD-000527,Bakery Item 527,D03,Grocery & Food,Bakery,SUP-006,SKU-0000527,389.33,1077.55,482,1,Discontinued
PRD-000528,Dairy Item 528,D03,Grocery & Food,Dairy,SUP-003,SKU-0000528,524.75,749.37,329,1,Active
PRD-000529,Frozen Food Item 529,D03,Grocery & Food,Frozen Food,SUP-008,SKU-0000529,81.07,263.57,300,1,Seasonal
PRD-000530,Bakery Item 530,D03,Grocery & Food,Bakery,SUP-004,SKU-0000530,189.02,658.18,56,1,Active
PRD-000531,Dairy Item 531,D03,Grocery & Food,Dairy,SUP-006,SKU-0000531,458.25,1395.45,362,1,Active
PRD-000532,Bakery Item 532,D03,Grocery & Food,Bakery,SUP-005,SKU-0000532,352.27,1220.32,147,1,Discontinued
PRD-000533,Meat & Seafood Item 533,D03,Grocery & Food,Meat & Seafood,SUP-009,SKU-0000533,21.6,74.18,361,1,Discontinued
PRD-000534,Frozen Food Item 534,D03,Grocery & Food,Frozen Food,SUP-008,SKU-0000534,215.6,698.62,95,1,Active
PRD-000535,Frozen Food Item 535,D03,Grocery & Food,Frozen Food,SUP-001,SKU-0000535,474.61,779.85,362,1,Seasonal
PRD-000536,Frozen Food Item 536,D03,Grocery & Food,Frozen Food,SUP-005,SKU-0000536,703.53,1828.02,193,1,Active
PRD-000537,Bakery Item 537,D03,Grocery & Food,Bakery,SUP-014,SKU-0000537,148.43,480.11,164,1,Active
PRD-000538,Dairy Item 538,D03,Grocery & Food,Dairy,SUP-006,SKU-0000538,430.89,997.05,298,1,Active
PRD-000539,Meat & Seafood Item 539,D03,Grocery & Food,Meat & Seafood,SUP-004,SKU-0000539,209.84,672.31,129,1,Active
PRD-000540,Bakery Item 540,D03,Grocery & Food,Bakery,SUP-005,SKU-0000540,270.95,420.86,107,1,Active
PRD-000541,Fresh Produce Item 541,D03,Grocery & Food,Fresh Produce,SUP-010,SKU-0000541,725.32,1944.69,413,1,Active
PRD-000542,Meat & Seafood Item 542,D03,Grocery & Food,Meat & Seafood,SUP-010,SKU-0000542,799.75,1905.81,192,1,Seasonal
PRD-000543,Beverages Item 543,D03,Grocery & Food,Beverages,SUP-001,SKU-0000543,522.91,1434.02,337,1,Active
PRD-000544,Frozen Food Item 544,D03,Grocery & Food,Frozen Food,SUP-004,SKU-0000544,382.44,499.45,287,1,Active
PRD-000545,Fresh Produce Item 545,D03,Grocery & Food,Fresh Produce,SUP-014,SKU-0000545,86.46,296.75,401,1,Active
PRD-000546,Beverages Item 546,D03,Grocery & Food,Beverages,SUP-005,SKU-0000546,415.27,957.16,226,1,Active
PRD-000547,Beverages Item 547,D03,Grocery & Food,Beverages,SUP-011,SKU-0000547,69.51,213.48,81,1,Active
PRD-000548,Dairy Item 548,D03,Grocery & Food,Dairy,SUP-001,SKU-0000548,422.11,597.7,328,1,Active
PRD-000549,Dairy Item 549,D03,Grocery & Food,Dairy,SUP-004,SKU-0000549,520.97,682.02,252,1,Seasonal
PRD-000550,Dairy Item 550,D03,Grocery & Food,Dairy,SUP-012,SKU-0000550,54.03,124.98,393,1,Active
PRD-000551,Frozen Food Item 551,D03,Grocery & Food,Frozen Food,SUP-004,SKU-0000551,444.74,891.07,386,1,Active
PRD-000552,Beverages Item 552,D03,Grocery & Food,Beverages,SUP-014,SKU-0000552,327.14,1144.79,372,1,Discontinued
PRD-000553,Bakery Item 553,D03,Grocery & Food,Bakery,SUP-006,SKU-0000553,537.95,803.79,290,1,Seasonal
PRD-000554,Fresh Produce Item 554,D03,Grocery & Food,Fresh Produce,SUP-007,SKU-0000554,427.67,757.01,267,1,Active
PRD-000555,Beverages Item 555,D03,Grocery & Food,Beverages,SUP-013,SKU-0000555,643.03,1032.21,263,1,Active
PRD-000556,Fresh Produce Item 556,D03,Grocery & Food,Fresh Produce,SUP-013,SKU-0000556,605.18,1185.65,221,1,Discontinued
PRD-000557,Frozen Food Item 557,D03,Grocery & Food,Frozen Food,SUP-007,SKU-0000557,460.42,607.8,485,1,Seasonal
PRD-000558,Bakery Item 558,D03,Grocery & Food,Bakery,SUP-010,SKU-0000558,297.08,726.78,129,1,Seasonal
PRD-000559,Meat & Seafood Item 559,D03,Grocery & Food,Meat & Seafood,SUP-005,SKU-0000559,294.74,623.74,100,1,Seasonal
PRD-000560,Frozen Food Item 560,D03,Grocery & Food,Frozen Food,SUP-010,SKU-0000560,7.06,22.08,31,1,Active
PRD-000561,Bakery Item 561,D03,Grocery & Food,Bakery,SUP-015,SKU-0000561,403.27,282.29,436,1,Seasonal
PRD-000562,Bakery Item 562,D03,Grocery & Food,Bakery,SUP-011,SKU-0000562,171.55,223.73,457,1,Seasonal
PRD-000563,Frozen Food Item 563,D03,Grocery & Food,Frozen Food,SUP-012,SKU-0000563,399.88,1346.14,250,1,Seasonal
PRD-000564,Beverages Item 564,D03,Grocery & Food,Beverages,SUP-006,SKU-0000564,338.99,581.95,61,1,Active
PRD-000565,Frozen Food Item 565,D03,Grocery & Food,Frozen Food,SUP-007,SKU-0000565,56.23,100.41,326,1,Active
PRD-000566,Dairy Item 566,D03,Grocery & Food,Dairy,SUP-005,SKU-0000566,675.66,1923.14,75,1,Active
PRD-000567,Frozen Food Item 567,D03,Grocery & Food,Frozen Food,SUP-012,SKU-0000567,576.9,1507.93,142,1,Active
PRD-000568,Fresh Produce Item 568,D03,Grocery & Food,Fresh Produce,SUP-014,SKU-0000568,42.81,137.61,199,1,Discontinued
PRD-000569,Meat & Seafood Item 569,D03,Grocery & Food,Meat & Seafood,SUP-006,SKU-0000569,402.5,1208.64,138,1,Active
PRD-000570,Bakery Item 570,D03,Grocery & Food,Bakery,SUP-007,SKU-0000570,680.98,846.82,422,1,Active
PRD-000571,Beverages Item 571,D03,Grocery & Food,Beverages,SUP-001,SKU-0000571,174.6,548.74,102,1,Discontinued
PRD-000572,Frozen Food Item 572,D03,Grocery & Food,Frozen Food,SUP-004,SKU-0000572,654.61,1281.4,155,1,Seasonal
PRD-000573,Fresh Produce Item 573,D03,Grocery & Food,Fresh Produce,SUP-012,SKU-0000573,83.86,274.26,248,1,Active
PRD-000574,Fresh Produce Item 574,D03,Grocery & Food,Fresh Produce,SUP-014,SKU-0000574,453.49,1017.1,347,1,Active
PRD-000575,Bakery Item 575,D03,Grocery & Food,Bakery,SUP-015,SKU-0000575,470.09,1281.66,374,1,Discontinued
PRD-000576,Fresh Produce Item 576,D03,Grocery & Food,Fresh Produce,SUP-003,SKU-0000576,437.6,614.83,17,1,Discontinued
PRD-000577,Frozen Food Item 577,D03,Grocery & Food,Frozen Food,SUP-002,SKU-0000577,781.57,2081.36,346,1,Seasonal
PRD-000578,Dairy Item 578,D03,Grocery & Food,Dairy,SUP-006,SKU-0000578,483.04,1576.71,80,1,Active
PRD-000579,Beverages Item 579,D03,Grocery & Food,Beverages,SUP-014,SKU-0000579,293.32,637.57,75,1,Active
PRD-000580,Frozen Food Item 580,D03,Grocery & Food,Frozen Food,SUP-010,SKU-0000580,97.87,162.12,113,1,Active
PRD-000581,Beverages Item 581,D03,Grocery & Food,Beverages,SUP-014,SKU-0000581,412.29,804.4,110,1,Active
PRD-000582,Dairy Item 582,D03,Grocery & Food,Dairy,SUP-008,SKU-0000582,475.45,806.91,106,1,Active
PRD-000583,Bakery Item 583,D03,Grocery & Food,Bakery,SUP-013,SKU-0000583,387.02,544.59,17,1,Active
PRD-000584,Meat & Seafood Item 584,D03,Grocery & Food,Meat & Seafood,SUP-015,SKU-0000584,491.19,778.81,212,1,Seasonal
PRD-000585,Beverages Item 585,D03,Grocery & Food,Beverages,SUP-006,SKU-0000585,413.6,1105.0,177,1,Active
PRD-000586,Meat & Seafood Item 586,D03,Grocery & Food,Meat & Seafood,SUP-008,SKU-0000586,518.61,1492.83,320,1,Active
PRD-000587,Fresh Produce Item 587,D03,Grocery & Food,Fresh Produce,SUP-011,SKU-0000587,737.82,1266.69,282,1,Active
PRD-000588,Fresh Produce Item 588,D03,Grocery & Food,Fresh Produce,SUP-012,SKU-0000588,746.39,522.47,151,1,Seasonal
PRD-000589,Fresh Produce Item 589,D03,Grocery & Food,Fresh Produce,SUP-006,SKU-0000589,526.45,368.51,437,1,Active
PRD-000590,Dairy Item 590,D03,Grocery & Food,Dairy,SUP-012,SKU-0000590,408.78,1173.97,19,1,Active
PRD-000591,Bakery Item 591,D03,Grocery & Food,Bakery,SUP-005,SKU-0000591,445.96,782.86,213,1,Seasonal
PRD-000592,Dairy Item 592,D03,Grocery & Food,Dairy,SUP-006,SKU-0000592,254.11,758.9,469,1,Active
PRD-000593,Fresh Produce Item 593,D03,Grocery & Food,Fresh Produce,SUP-009,SKU-0000593,420.95,1000.89,447,1,Seasonal
PRD-000594,Fresh Produce Item 594,D03,Grocery & Food,Fresh Produce,SUP-004,SKU-0000594,276.69,574.53,203,1,Active
PRD-000595,Fresh Produce Item 595,D03,Grocery & Food,Fresh Produce,SUP-013,SKU-0000595,111.63,246.06,451,1,Active
PRD-000596,Beverages Item 596,D03,Grocery & Food,Beverages,SUP-013,SKU-0000596,722.75,933.42,118,1,Active
PRD-000597,Frozen Food Item 597,D03,Grocery & Food,Frozen Food,SUP-011,SKU-0000597,121.04,369.33,428,1,Active
PRD-000598,Meat & Seafood Item 598,D03,Grocery & Food,Meat & Seafood,SUP-001,SKU-0000598,540.42,1417.6,319,1,Active
PRD-000599,Meat & Seafood Item 599,D03,Grocery & Food,Meat & Seafood,SUP-002,SKU-0000599,242.75,370.67,307,1,Active
PRD-000600,Dairy Item 600,D03,Grocery & Food,Dairy,SUP-013,SKU-0000600,107.7,281.73,155,1,Discontinued
PRD-000601,Bakery Item 601,D03,Grocery & Food,Bakery,SUP-012,SKU-0000601,461.27,322.89,272,1,Seasonal
PRD-000602,Bakery Item 602,D03,Grocery & Food,Bakery,SUP-014,SKU-0000602,536.3,1103.6,290,1,Active
PRD-000603,Bakery Item 603,D03,Grocery & Food,Bakery,SUP-004,SKU-0000603,477.14,791.18,420,1,Seasonal
PRD-000604,Fresh Produce Item 604,D03,Grocery & Food,Fresh Produce,SUP-011,SKU-0000604,285.13,439.01,248,1,Active
PRD-000605,Frozen Food Item 605,D03,Grocery & Food,Frozen Food,SUP-015,SKU-0000605,92.27,135.81,424,1,Seasonal
PRD-000606,Bakery Item 606,D03,Grocery & Food,Bakery,SUP-008,SKU-0000606,484.1,1490.23,226,1,Active
PRD-000607,Frozen Food Item 607,D03,Grocery & Food,Frozen Food,SUP-007,SKU-0000607,369.82,1026.19,411,1,Active
PRD-000608,Meat & Seafood Item 608,D03,Grocery & Food,Meat & Seafood,SUP-008,SKU-0000608,669.79,468.85,169,1,Discontinued
PRD-000609,Bakery Item 609,D03,Grocery & Food,Bakery,SUP-011,SKU-0000609,665.56,811.23,84,1,Active
PRD-000610,Dairy Item 610,D03,Grocery & Food,Dairy,SUP-011,SKU-0000610,284.98,332.99,456,1,Active
PRD-000611,Fresh Produce Item 611,D03,Grocery & Food,Fresh Produce,SUP-002,SKU-0000611,739.39,1242.07,224,1,Discontinued
PRD-000612,Dairy Item 612,D03,Grocery & Food,Dairy,SUP-003,SKU-0000612,400.29,1258.06,459,1,Active
PRD-000613,Meat & Seafood Item 613,D03,Grocery & Food,Meat & Seafood,SUP-009,SKU-0000613,427.4,687.79,63,1,Active
PRD-000614,Frozen Food Item 614,D03,Grocery & Food,Frozen Food,SUP-007,SKU-0000614,631.68,1203.49,329,1,Discontinued
PRD-000615,Meat & Seafood Item 615,D03,Grocery & Food,Meat & Seafood,SUP-011,SKU-0000615,159.35,485.1,263,1,Discontinued
PRD-000616,Bakery Item 616,D03,Grocery & Food,Bakery,SUP-007,SKU-0000616,748.48,927.65,333,1,Discontinued
PRD-000617,Bakery Item 617,D03,Grocery & Food,Bakery,SUP-012,SKU-0000617,56.77,119.18,338,1,Discontinued
PRD-000618,Beverages Item 618,D03,Grocery & Food,Beverages,SUP-012,SKU-0000618,375.19,1296.49,18,1,Discontinued
PRD-000619,Beverages Item 619,D03,Grocery & Food,Beverages,SUP-001,SKU-0000619,148.35,511.22,409,1,Active
PRD-000620,Fresh Produce Item 620,D03,Grocery & Food,Fresh Produce,SUP-001,SKU-0000620,496.78,709.37,269,1,Active
PRD-000621,Beverages Item 621,D03,Grocery & Food,Beverages,SUP-005,SKU-0000621,606.77,748.6,224,1,Active
PRD-000622,Meat & Seafood Item 622,D03,Grocery & Food,Meat & Seafood,SUP-004,SKU-0000622,219.79,511.95,327,1,Seasonal
PRD-000623,Dairy Item 623,D03,Grocery & Food,Dairy,SUP-008,SKU-0000623,5.39,8.8,367,1,Seasonal
PRD-000624,Dairy Item 624,D03,Grocery & Food,Dairy,SUP-007,SKU-0000624,17.19,35.51,133,1,Active
PRD-000625,Dairy Item 625,D03,Grocery & Food,Dairy,SUP-009,SKU-0000625,331.75,782.82,249,1,Active
PRD-000626,Meat & Seafood Item 626,D03,Grocery & Food,Meat & Seafood,SUP-010,SKU-0000626,2.64,3.25,92,1,Discontinued
PRD-000627,Dairy Item 627,D03,Grocery & Food,Dairy,SUP-003,SKU-0000627,680.95,2013.7,197,1,Seasonal
PRD-000628,Fresh Produce Item 628,D03,Grocery & Food,Fresh Produce,SUP-013,SKU-0000628,616.6,1043.21,401,1,Active
PRD-000629,Bakery Item 629,D03,Grocery & Food,Bakery,SUP-009,SKU-0000629,318.45,593.94,272,1,Seasonal
PRD-000630,Bakery Item 630,D03,Grocery & Food,Bakery,SUP-005,SKU-0000630,502.29,958.9,456,1,Active
PRD-000631,Frozen Food Item 631,D03,Grocery & Food,Frozen Food,SUP-004,SKU-0000631,2.36,7.43,466,1,Active
PRD-000632,Bakery Item 632,D03,Grocery & Food,Bakery,SUP-010,SKU-0000632,148.4,203.14,414,1,Seasonal
PRD-000633,Beverages Item 633,D03,Grocery & Food,Beverages,SUP-011,SKU-0000633,581.22,1863.82,224,1,Active
PRD-000634,Meat & Seafood Item 634,D03,Grocery & Food,Meat & Seafood,SUP-014,SKU-0000634,159.05,267.16,325,1,Active
PRD-000635,Dairy Item 635,D03,Grocery & Food,Dairy,SUP-011,SKU-0000635,485.04,1137.68,161,1,Seasonal
PRD-000636,Dairy Item 636,D03,Grocery & Food,Dairy,SUP-002,SKU-0000636,770.99,1575.66,173,1,Active
PRD-000637,Fresh Produce Item 637,D03,Grocery & Food,Fresh Produce,SUP-002,SKU-0000637,45.3,149.44,23,1,Discontinued
PRD-000638,Dairy Item 638,D03,Grocery & Food,Dairy,SUP-009,SKU-0000638,700.58,2155.08,449,1,Active
PRD-000639,Dairy Item 639,D03,Grocery & Food,Dairy,SUP-003,SKU-0000639,314.2,575.54,442,1,Discontinued
PRD-000640,Beverages Item 640,D03,Grocery & Food,Beverages,SUP-010,SKU-0000640,578.7,962.31,76,1,Active
PRD-000641,Dairy Item 641,D03,Grocery & Food,Dairy,SUP-006,SKU-0000641,31.14,45.37,230,1,Seasonal
PRD-000642,Bakery Item 642,D03,Grocery & Food,Bakery,SUP-009,SKU-0000642,429.99,885.58,122,1,Active
PRD-000643,Meat & Seafood Item 643,D03,Grocery & Food,Meat & Seafood,SUP-013,SKU-0000643,68.36,169.67,136,1,Seasonal
PRD-000644,Dairy Item 644,D03,Grocery & Food,Dairy,SUP-009,SKU-0000644,53.13,99.68,435,1,Seasonal
PRD-000645,Frozen Food Item 645,D03,Grocery & Food,Frozen Food,SUP-013,SKU-0000645,437.91,1319.41,166,1,Active
PRD-000646,Dairy Item 646,D03,Grocery & Food,Dairy,SUP-001,SKU-0000646,723.71,1565.78,34,1,Seasonal
PRD-000647,Beverages Item 647,D03,Grocery & Food,Beverages,SUP-015,SKU-0000647,200.68,312.69,219,1,Active
PRD-000648,Fresh Produce Item 648,D03,Grocery & Food,Fresh Produce,SUP-014,SKU-0000648,270.29,355.31,148,1,Active
PRD-000649,Fresh Produce Item 649,D03,Grocery & Food,Fresh Produce,SUP-014,SKU-0000649,632.56,1694.48,305,1,Active
PRD-000650,Fresh Produce Item 650,D03,Grocery & Food,Fresh Produce,SUP-003,SKU-0000650,323.84,970.0,110,1,Active
PRD-000651,Frozen Food Item 651,D03,Grocery & Food,Frozen Food,SUP-015,SKU-0000651,595.11,1280.37,363,1,Active
PRD-000652,Dairy Item 652,D03,Grocery & Food,Dairy,SUP-001,SKU-0000652,8.27,5.79,235,1,Discontinued
PRD-000653,Meat & Seafood Item 653,D03,Grocery & Food,Meat & Seafood,SUP-008,SKU-0000653,183.73,222.24,80,1,Active
PRD-000654,Frozen Food Item 654,D03,Grocery & Food,Frozen Food,SUP-010,SKU-0000654,707.28,1910.26,377,1,Active
PRD-000655,Meat & Seafood Item 655,D03,Grocery & Food,Meat & Seafood,SUP-010,SKU-0000655,533.35,1182.01,133,1,Active
PRD-000656,Meat & Seafood Item 656,D03,Grocery & Food,Meat & Seafood,SUP-004,SKU-0000656,748.73,1650.81,291,1,Discontinued
PRD-000657,Fresh Produce Item 657,D03,Grocery & Food,Fresh Produce,SUP-012,SKU-0000657,638.33,965.96,301,1,Active
PRD-000658,Frozen Food Item 658,D03,Grocery & Food,Frozen Food,SUP-001,SKU-0000658,183.76,402.15,441,1,Active
PRD-000659,Dairy Item 659,D03,Grocery & Food,Dairy,SUP-011,SKU-0000659,558.93,730.74,158,1,Active
PRD-000660,Fresh Produce Item 660,D03,Grocery & Food,Fresh Produce,SUP-009,SKU-0000660,796.93,2785.21,249,1,Active
PRD-000661,Meat & Seafood Item 661,D03,Grocery & Food,Meat & Seafood,SUP-004,SKU-0000661,224.61,632.53,282,1,Active
PRD-000662,Meat & Seafood Item 662,D03,Grocery & Food,Meat & Seafood,SUP-006,SKU-0000662,49.76,34.83,294,1,Active
PRD-000663,Fresh Produce Item 663,D03,Grocery & Food,Fresh Produce,SUP-006,SKU-0000663,688.14,1525.04,44,1,Discontinued
PRD-000664,Beverages Item 664,D03,Grocery & Food,Beverages,SUP-010,SKU-0000664,778.24,2545.88,88,1,Discontinued
PRD-000665,Meat & Seafood Item 665,D03,Grocery & Food,Meat & Seafood,SUP-006,SKU-0000665,281.72,629.09,190,1,Active
PRD-000666,Bakery Item 666,D03,Grocery & Food,Bakery,SUP-012,SKU-0000666,770.86,1315.65,465,1,Active
PRD-000667,Meat & Seafood Item 667,D03,Grocery & Food,Meat & Seafood,SUP-006,SKU-0000667,519.46,1308.89,47,1,Active
PRD-000668,Frozen Food Item 668,D03,Grocery & Food,Frozen Food,SUP-010,SKU-0000668,120.95,165.9,429,1,Active
PRD-000669,Frozen Food Item 669,D03,Grocery & Food,Frozen Food,SUP-015,SKU-0000669,505.44,1683.72,368,1,Active
PRD-000670,Frozen Food Item 670,D03,Grocery & Food,Frozen Food,SUP-006,SKU-0000670,606.75,1710.9,17,1,Active
PRD-000671,Fresh Produce Item 671,D03,Grocery & Food,Fresh Produce,SUP-004,SKU-0000671,445.24,971.21,332,1,Active
PRD-000672,Bakery Item 672,D03,Grocery & Food,Bakery,SUP-002,SKU-0000672,247.05,618.4,222,1,Seasonal
PRD-000673,Dairy Item 673,D03,Grocery & Food,Dairy,SUP-006,SKU-0000673,334.67,891.04,63,1,Active
PRD-000674,Frozen Food Item 674,D03,Grocery & Food,Frozen Food,SUP-001,SKU-0000674,479.68,335.78,378,1,Active
PRD-000675,Bakery Item 675,D03,Grocery & Food,Bakery,SUP-006,SKU-0000675,622.43,2105.58,226,1,Active
PRD-000676,Frozen Food Item 676,D03,Grocery & Food,Frozen Food,SUP-007,SKU-0000676,379.73,753.88,241,1,Seasonal
PRD-000677,Dairy Item 677,D03,Grocery & Food,Dairy,SUP-003,SKU-0000677,520.09,1161.86,279,1,Seasonal
PRD-000678,Dairy Item 678,D03,Grocery & Food,Dairy,SUP-003,SKU-0000678,32.94,101.49,68,1,Seasonal
PRD-000679,Frozen Food Item 679,D03,Grocery & Food,Frozen Food,SUP-009,SKU-0000679,615.38,1083.82,36,1,Seasonal
PRD-000680,Dairy Item 680,D03,Grocery & Food,Dairy,SUP-010,SKU-0000680,52.46,129.7,248,1,Active
PRD-000681,Fresh Produce Item 681,D03,Grocery & Food,Fresh Produce,SUP-003,SKU-0000681,629.22,962.37,459,1,Active
